Address_w,Month_w,DewPoint_14daysavg,r_humidity_14daysavg,Species_w,Cool_14daysavg,WetBulb_14daysavg,PrecipTotal_14daysavg,ResultSpeed_14daysavg,AvgSpeed_14daysavg,Tavg_14daysavg,WnvPresent,Address,Month
0.0972972972972973,0.0,45.285714285714285,41.427160114483776,0.055134680134680134,2.857142857142857,54.142857142857146,0.09142857142857141,8.214285714285714,9.85,64.14285714285714,0,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",5
0.0972972972972973,0.0,45.285714285714285,41.427160114483776,0.017883211678832115,2.857142857142857,54.142857142857146,0.09142857142857141,8.214285714285714,9.85,64.14285714285714,0,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",5
0.0,0.0,45.285714285714285,41.427160114483776,0.017883211678832115,2.857142857142857,54.142857142857146,0.09142857142857141,8.214285714285714,9.85,64.14285714285714,0,"6200 North Mandell Avenue, Chicago, IL 60646, USA",5
0.11428571428571428,0.0,45.285714285714285,41.427160114483776,0.055134680134680134,2.857142857142857,54.142857142857146,0.09142857142857141,8.214285714285714,9.85,64.14285714285714,0,"7900 West Foster Avenue, Chicago, IL 60656, USA",5
0.11428571428571428,0.0,45.285714285714285,41.427160114483776,0.017883211678832115,2.857142857142857,54.142857142857146,0.09142857142857141,8.214285714285714,9.85,64.14285714285714,0,"7900 West Foster Avenue, Chicago, IL 60656, USA",5
0.1935483870967742,0.0,45.285714285714285,41.427160114483776,0.055134680134680134,2.857142857142857,54.142857142857146,0.09142857142857141,8.214285714285714,9.85,64.14285714285714,0,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",5
0.08571428571428572,0.0,45.42857142857143,40.50167191781154,0.017883211678832115,3.642857142857143,54.57142857142857,0.045,7.828571428571429,9.514285714285714,65.21428571428571,0,"1500 West Webster Avenue, Chicago, IL 60614, USA",5
0.0,0.0,45.42857142857143,40.50167191781154,0.017883211678832115,3.642857142857143,54.57142857142857,0.045,7.828571428571429,9.514285714285714,65.21428571428571,0,"2500 West Grand Avenue, Chicago, IL 60654, USA",5
0.0273972602739726,0.0,45.42857142857143,40.50167191781154,0.055134680134680134,3.642857142857143,54.57142857142857,0.045,7.828571428571429,9.514285714285714,65.21428571428571,0,"1100 Roosevelt Road, Chicago, IL 60608, USA",5
0.0273972602739726,0.0,45.42857142857143,40.50167191781154,0.017883211678832115,3.642857142857143,54.57142857142857,0.045,7.828571428571429,9.514285714285714,65.21428571428571,0,"1100 Roosevelt Road, Chicago, IL 60608, USA",5
